CODIGO_CATEGORIA|NOMBRE_CATEGORIA|CODIGO_AGRUPACION|NOMBRE_AGRUPACION|CODIGO_LISTA|NOMBRE_LISTA
000305000000000|Diputados Nacionales Corrientes|05-501|FRENTE DE TODOS|000305000000000.05-501.E.000305000000000.05-501|UNIDAD CORRENTINA
000305000000000|Diputados Nacionales Corrientes|05-501|FRENTE DE TODOS|000305000000000.05-501.B.000305000000000.05-501|CELESTE Y BLANCA
000305000000000|Diputados Nacionales Corrientes|05-216|PARTIDO CIUDADANOS A GOBERNAR|000305000000000.05-216.A.000305000000000.05-216|VIDA FAMILIA VALORES
000305000000000|Diputados Nacionales Corrientes|05-502|ENCUENTRO POR CORRIENTES - ECO + JUNTOS POR EL CAMBIO|000305000000000.05-502.C.000305000000000.05-502|DEFENSORES DEL CAMBIO
000305000000000|Diputados Nacionales Corrientes|05-502|ENCUENTRO POR CORRIENTES - ECO + JUNTOS POR EL CAMBIO|000305000000000.05-502.A.000305000000000.05-502|VERDE
000305000000000|Diputados Nacionales Corrientes|05-502|ENCUENTRO POR CORRIENTES - ECO + JUNTOS POR EL CAMBIO|000305000000000.05-502.B.000305000000000.05-502|VAMOS JUNTOS
000306000000000|Diputados Nacionales Chaco|06-503|JUNTOS POR EL CAMBIO|000306000000000.06-503.A.000306000000000.06-503|UNIDAD
000306000000000|Diputados Nacionales Chaco|06-503|JUNTOS POR EL CAMBIO|000306000000000.06-503.B.000306000000000.06-503|SUMAMOS
000306000000000|Diputados Nacionales Chaco|06-156|ACCION CHAQUEÑA|000306000000000.06-156.A.000306000000000.06-156|CELESTE
000306000000000|Diputados Nacionales Chaco|06-501|FRENTE DE TODOS|000306000000000.06-501.F.000306000000000.06-501|SINCERAMENTE PERONISTA
000306000000000|Diputados Nacionales Chaco|06-501|FRENTE DE TODOS|000306000000000.06-501.I.000306000000000.06-501|SIGLO XXI
000306000000000|Diputados Nacionales Chaco|06-501|FRENTE DE TODOS|000306000000000.06-501.O.000306000000000.06-501|CELESTE Y BLANCA
000306000000000|Diputados Nacionales Chaco|06-501|FRENTE DE TODOS|000306000000000.06-501.P.000306000000000.06-501|FRENTE PATRIOTICO
000306000000000|Diputados Nacionales Chaco|06-501|FRENTE DE TODOS|000306000000000.06-501.R.000306000000000.06-501|17 DE OCTUBRE
000306000000000|Diputados Nacionales Chaco|06-502|ALTERNATIVA RENOVADORA FEDERAL|000306000000000.06-502.A.000306000000000.06-502|UNIDOS
000306000000000|Diputados Nacionales Chaco|06-504|CONSENSO FEDERAL|000306000000000.06-504.A.000306000000000.06-504|CONSENSO PARA EL FUTURO
000306000000000|Diputados Nacionales Chaco|06-179|PARTIDO CIUDADANOS A GOBERNAR|000306000000000.06-179.A.000306000000000.06-179|CELESTE Y BLANCA
000306000000000|Diputados Nacionales Chaco|06-180|PARTIDO PROYECTO SUR CHACO|000306000000000.06-180.A.000306000000000.06-180|VERDE
000306000000000|Diputados Nacionales Chaco|33|UNIR|000306000000000.33.A.000306000000000.33|VALORES FAMILIA Y VIDA
000306000000000|Diputados Nacionales Chaco|71|PARTIDO DEL OBRERO|000306000000000.71.A.000306000000000.71|UNIDAD
000307000000000|Diputados Nacionales Chubut|07-152|MOVIMIENTO POLO SOCIAL CHUBUT|000307000000000.07-152.A.000307000000000.07-152|CONSENSO PARA EL FUTURO
000307000000000|Diputados Nacionales Chubut|07-501|FRENTE DE TODOS|000307000000000.07-501.A.000307000000000.07-501|CELESTE Y BLANCA
000307000000000|Diputados Nacionales Chubut|07-503|JUNTOS POR EL CAMBIO|000307000000000.07-503.B.000307000000000.07-503|JUNTOS SOMOS EL CAMBIO CHUBUT
000307000000000|Diputados Nacionales Chubut|07-503|JUNTOS POR EL CAMBIO|000307000000000.07-503.A.000307000000000.07-503|PROYECTO CHUBUT
000307000000000|Diputados Nacionales Chubut|07-504|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000307000000000.07-504.A.000307000000000.07-504|UNIDAD
000307000000000|Diputados Nacionales Chubut|07-502|CHUBUT AL FRENTE|000307000000000.07-502.B.000307000000000.07-502|LA MILITANCIA AL FRENTE
000307000000000|Diputados Nacionales Chubut|07-502|CHUBUT AL FRENTE|000307000000000.07-502.A.000307000000000.07-502|POR SIEMPRE CHUBUT
000307000000000|Diputados Nacionales Chubut|07-151|PARTIDO INDEPENDIENTE DEL CHUBUT|000307000000000.07-151.A.000307000000000.07-151|SUMEMOS
000308000000000|Diputados Nacionales Entre Ríos|13|MOVIMIENTO AL SOCIALISMO|000308000000000.13.A.000308000000000.13|UNIDAD DE LA IZQUIERDA
000308000000000|Diputados Nacionales Entre Ríos|50|PARTIDO SOCIALISTA|000308000000000.50.B.000308000000000.50|CONSENSO FEDERAL B
000308000000000|Diputados Nacionales Entre Ríos|50|PARTIDO SOCIALISTA|000308000000000.50.A.000308000000000.50|CONSENSO FEDERAL A
000308000000000|Diputados Nacionales Entre Ríos|08-502|JUNTOS POR EL CAMBIO|000308000000000.08-502.C.000308000000000.08-502|JUNTOS SOMOS EL CAMBIO
000308000000000|Diputados Nacionales Entre Ríos|08-502|JUNTOS POR EL CAMBIO|000308000000000.08-502.A.000308000000000.08-502|FUTURO ENTRERRIANO
000308000000000|Diputados Nacionales Entre Ríos|08-502|JUNTOS POR EL CAMBIO|000308000000000.08-502.B.000308000000000.08-502|DEFENSORES DEL CAMBIO
000308000000000|Diputados Nacionales Entre Ríos|08-501|FRENTE DE TODOS|000308000000000.08-501.A.000308000000000.08-501|CELESTE Y BLANCA
000308000000000|Diputados Nacionales Entre Ríos|68|NUEVA IZQUIERDA|000308000000000.68.A.000308000000000.68|UNIDAD A
000309000000000|Diputados Nacionales Formosa|09-503|FRENTE AMPLIO FORMOSEÑO JUNTOS POR EL CAMBIO|000309000000000.09-503.C.000309000000000.09-503|VAMOS JUNTOS
000309000000000|Diputados Nacionales Formosa|09-503|FRENTE AMPLIO FORMOSEÑO JUNTOS POR EL CAMBIO|000309000000000.09-503.B.000309000000000.09-503|JUNTOS SOMOS EL CAMBIO
000309000000000|Diputados Nacionales Formosa|09-503|FRENTE AMPLIO FORMOSEÑO JUNTOS POR EL CAMBIO|000309000000000.09-503.A.000309000000000.09-503|JUNTOS POR LA INTEGRACION Y EL DESARROLLO
000309000000000|Diputados Nacionales Formosa|09-501|FRENTE DE TODOS|000309000000000.09-501.A.000309000000000.09-501|CELESTE Y BLANCA
000309000000000|Diputados Nacionales Formosa|38|MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES|000309000000000.38.A.000309000000000.38|UNIDAD
000309000000000|Diputados Nacionales Formosa|09-502|CONSENSO FEDERAL|000309000000000.09-502.A.000309000000000.09-502|CONSENSO PARA EL FUTURO
000310000000000|Diputados Nacionales Jujuy|10-502|JUNTOS POR EL CAMBIO|000310000000000.10-502.B.000310000000000.10-502|CAMBIA JUJUY
000310000000000|Diputados Nacionales Jujuy|10-504|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000310000000000.10-504.A.000310000000000.10-504|UNIDAD
000310000000000|Diputados Nacionales Jujuy|10-501|FRENTE DE TODOS|000310000000000.10-501.E.000310000000000.10-501|PARA VOLVER A TENER FUTURO
000310000000000|Diputados Nacionales Jujuy|10-501|FRENTE DE TODOS|000310000000000.10-501.F.000310000000000.10-501|CELESTE Y BLANCO DE LOS TRABAJADORES
000310000000000|Diputados Nacionales Jujuy|10-501|FRENTE DE TODOS|000310000000000.10-501.B.000310000000000.10-501|ARRIBA JUJUY
000310000000000|Diputados Nacionales Jujuy|10-503|CONSENSO FEDERAL|000310000000000.10-503.B.000310000000000.10-503|CELESTE Y BLANCA
000310000000000|Diputados Nacionales Jujuy|33|UNIR|000310000000000.33.A.000310000000000.33|UNIR MI JUJUY
000311000000000|Diputados Nacionales La Pampa|11-501|FRENTE DE TODOS|000311000000000.11-501.A.000311000000000.11-501|CELESTE Y BLANCA
000311000000000|Diputados Nacionales La Pampa|11-502|JUNTOS POR EL CAMBIO|000311000000000.11-502.A.000311000000000.11-502|RENOVACION Y CAMBIO
000311000000000|Diputados Nacionales La Pampa|13|MOVIMIENTO AL SOCIALISMO|000311000000000.13.A.000311000000000.13|UNIDAD DE LA IZQUIERDA
000311000000000|Diputados Nacionales La Pampa|50|PARTIDO SOCIALISTA|000311000000000.50.A.000311000000000.50|CONSENSO PAMPEANO
000311000000000|Diputados Nacionales La Pampa|11-503|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000311000000000.11-503.A.000311000000000.11-503|UNIDAD
000312000000000|Diputados Nacionales La Rioja|12-503|FRENTE DE TODOS|000312000000000.12-503.A.000312000000000.12-503|CELESTE Y BLANCA
000312000000000|Diputados Nacionales La Rioja|82|COMPROMISO FEDERAL|000312000000000.82.A.000312000000000.82|ES POSIBLE
000312000000000|Diputados Nacionales La Rioja|13|MOVIMIENTO AL SOCIALISMO|000312000000000.13.A.000312000000000.13|UNIDAD DE LA IZQUIERDA
000312000000000|Diputados Nacionales La Rioja|12-502|JUNTOS POR LA RIOJA|000312000000000.12-502.A.000312000000000.12-502|HÉCTOR OLIVARES
000312000000000|Diputados Nacionales La Rioja|33|UNIR|000312000000000.33.A.000312000000000.33|DESPERTAR
000312000000000|Diputados Nacionales La Rioja|12-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000312000000000.12-501.A.000312000000000.12-501|UNIDAD
000313000000000|Diputados Nacionales Mendoza|13-222|PROTECTORA FUERZA POLITICA|000313000000000.13-222.A.000313000000000.13-222|CONSENSO PARA EL FUTURO
000313000000000|Diputados Nacionales Mendoza|13-502|FRENTE DE TODOS|000313000000000.13-502.A.000313000000000.13-502|CELESTE Y BLANCA
000313000000000|Diputados Nacionales Mendoza|13-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000313000000000.13-501.A.000313000000000.13-501|UNIDAD
000313000000000|Diputados Nacionales Mendoza|13-503|CAMBIA MENDOZA|000313000000000.13-503.A.000313000000000.13-503|MEJOR PARA MENDOZA
000314000000000|Diputados Nacionales Misiones|14-502|FRENTE DE TODOS|000314000000000.14-502.A.000314000000000.14-502|CELESTE Y BLANCA
000314000000000|Diputados Nacionales Misiones|14-503|JUNTOS POR EL CAMBIO|000314000000000.14-503.A.000314000000000.14-503|JUNTOS SOMOS EL CAMBIO
000314000000000|Diputados Nacionales Misiones|14-503|JUNTOS POR EL CAMBIO|000314000000000.14-503.C.000314000000000.14-503|JUNTOS
000314000000000|Diputados Nacionales Misiones|14-503|JUNTOS POR EL CAMBIO|000314000000000.14-503.B.000314000000000.14-503|JUNTOS POR MISIONES
000314000000000|Diputados Nacionales Misiones|50|PARTIDO SOCIALISTA|000314000000000.50.A.000314000000000.50|PARTIDO SOCIALISTA
000314000000000|Diputados Nacionales Misiones|14-501|FRENTE RENOVADOR DE LA CONCORDIA|000314000000000.14-501.A.000314000000000.14-501|ROJA, AZUL Y BLANCA
000314000000000|Diputados Nacionales Misiones|71|PARTIDO DEL OBRERO|000314000000000.71.A.000314000000000.71|UNIDAD
000315000000000|Diputados Nacionales Neuquén|15-504|CONSENSO FEDERAL|000315000000000.15-504.A.000315000000000.15-504|CONSENSO PARA EL FUTURO
000315000000000|Diputados Nacionales Neuquén|15-151|MOVIMIENTO POPULAR NEUQUINO|000315000000000.15-151.A.000315000000000.15-151|DEFENDAMOS NEUQUEN
000315000000000|Diputados Nacionales Neuquén|15-151|MOVIMIENTO POPULAR NEUQUINO|000315000000000.15-151.B.000315000000000.15-151|UNIDOS SI PODEMOS
000315000000000|Diputados Nacionales Neuquén|13|MOVIMIENTO AL SOCIALISMO|000315000000000.13.A.000315000000000.13|UNIDAD DE LA IZQUIERDA
000315000000000|Diputados Nacionales Neuquén|15-503|FRENTE DE TODOS|000315000000000.15-503.A.000315000000000.15-503|CELESTE Y BLANCA
000315000000000|Diputados Nacionales Neuquén|15-502|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000315000000000.15-502.A.000315000000000.15-502|UNIDAD
000315000000000|Diputados Nacionales Neuquén|15-501|JUNTOS POR EL CAMBIO|000315000000000.15-501.A.000315000000000.15-501|JUNTOS SOMOS EL CAMBIO
000316000000000|Diputados Nacionales Río Negro|16-169|JUNTOS SOMOS RIO NEGRO|000316000000000.16-169.A.000316000000000.16-169|SIGAMOS CRECIENDO
000316000000000|Diputados Nacionales Río Negro|16-503|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000316000000000.16-503.A.000316000000000.16-503|UNIDAD
000316000000000|Diputados Nacionales Río Negro|13|MOVIMIENTO AL SOCIALISMO|000316000000000.13.A.000316000000000.13|UNIDAD DE LA IZQUIERDA
000316000000000|Diputados Nacionales Río Negro|16-502|FRENTE DE TODOS|000316000000000.16-502.A.000316000000000.16-502|CELESTE Y BLANCA
000316000000000|Diputados Nacionales Río Negro|16-501|JUNTOS POR EL CAMBIO|000316000000000.16-501.A.000316000000000.16-501|JUNTOS SOMOS EL CAMBIO
000317000000000|Diputados Nacionales Salta|17-502|UNION POR SALTA|000317000000000.17-502.A.000317000000000.17-502|CONSENSO POR SALTA
000317000000000|Diputados Nacionales Salta|17-503|JUNTOS POR EL CAMBIO|000317000000000.17-503.I.000317000000000.17-503|UN CAMBIO PARA SALTA
000317000000000|Diputados Nacionales Salta|17-503|JUNTOS POR EL CAMBIO|000317000000000.17-503.A.000317000000000.17-503|JUNTOS SOMOS EL CAMBIO
000317000000000|Diputados Nacionales Salta|17-504|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000317000000000.17-504.A.000317000000000.17-504|UNIDAD
000317000000000|Diputados Nacionales Salta|17-501|FRENTE DE TODOS|000317000000000.17-501.B.000317000000000.17-501|CON TODOS, SINCERAMENTE
000317000000000|Diputados Nacionales Salta|17-501|FRENTE DE TODOS|000317000000000.17-501.K.000317000000000.17-501|TENEMOS FUTURO
000317000000000|Diputados Nacionales Salta|17-501|FRENTE DE TODOS|000317000000000.17-501.A.000317000000000.17-501|CELESTE Y BLANCA
000317000000000|Diputados Nacionales Salta|19|CONSERVADOR POPULAR|000317000000000.19.A.000317000000000.19|FRENTE NOS
000318000000000|Diputados Nacionales San Juan|18-503|JUNTOS POR EL CAMBIO|000318000000000.18-503.C.000318000000000.18-503|DEFENSORES DEL CAMBIO
000318000000000|Diputados Nacionales San Juan|18-503|JUNTOS POR EL CAMBIO|000318000000000.18-503.B.000318000000000.18-503|CON VOS
000318000000000|Diputados Nacionales San Juan|18-168|PARTIDO DIGNIDAD CIUDADANA|000318000000000.18-168.A.000318000000000.18-168|AL CONGRESO CON DIGNIDAD
000318000000000|Diputados Nacionales San Juan|18-502|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000318000000000.18-502.A.000318000000000.18-502|UNIDAD
000318000000000|Diputados Nacionales San Juan|18-504|CONSENSO FEDERAL|000318000000000.18-504.C.000318000000000.18-504|CONCERTACION
000318000000000|Diputados Nacionales San Juan|18-504|CONSENSO FEDERAL|000318000000000.18-504.B.000318000000000.18-504|BLANCA UNIDAD
000318000000000|Diputados Nacionales San Juan|18-177|NUEVA DIRIGENCIA|000318000000000.18-177.A.000318000000000.18-177|INNOVACION
000318000000000|Diputados Nacionales San Juan|18-501|FRENTE DE TODOS|000318000000000.18-501.A.000318000000000.18-501|CELESTE Y BLANCA
000319000000000|Diputados Nacionales San Luis|19-213|MOVIMIENTO AL SOCIALISMO|000319000000000.19-213.A.000319000000000.19-213|UNIDAD DE LA IZQUIERDA
000319000000000|Diputados Nacionales San Luis|19-502|JUNTOS POR EL CAMBIO|000319000000000.19-502.A.000319000000000.19-502|SAN LUIS UNIDO
000319000000000|Diputados Nacionales San Luis|19-502|JUNTOS POR EL CAMBIO|000319000000000.19-502.B.000319000000000.19-502|SOMOS POR LA VIDA
000319000000000|Diputados Nacionales San Luis|19-503|FRENTE DE TODOS|000319000000000.19-503.A.000319000000000.19-503|UNIDAD
000319000000000|Diputados Nacionales San Luis|137|CONSENSO FEDERAL|000319000000000.137.212.000319000000000.137|212 - ACUERDO SAN LUIS
000319000000000|Diputados Nacionales San Luis|19-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000319000000000.19-501.B.000319000000000.19-501|UNIDAS Y UNIDOS
000320000000000|Diputados Nacionales Santa Cruz|20-176|FRENTE RENOVADOR AUTENTICO|000320000000000.20-176.A.000320000000000.20-176|CONSENSO FEDERAL
000320000000000|Diputados Nacionales Santa Cruz|13|MOVIMIENTO AL SOCIALISMO|000320000000000.13.A.000320000000000.13|UNIDAD DE LA IZQUIERDA
000320000000000|Diputados Nacionales Santa Cruz|20-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000320000000000.20-501.A.000320000000000.20-501|UNIDAD
000320000000000|Diputados Nacionales Santa Cruz|20-503|JUNTOS POR EL CAMBIO|000320000000000.20-503.E.000320000000000.20-503|PARA SALIR ADELANTE
000320000000000|Diputados Nacionales Santa Cruz|20-503|JUNTOS POR EL CAMBIO|000320000000000.20-503.D.000320000000000.20-503|NUESTRA SANTA CRUZ
000320000000000|Diputados Nacionales Santa Cruz|20-503|JUNTOS POR EL CAMBIO|000320000000000.20-503.C.000320000000000.20-503|JUNTOS POR VOS
000320000000000|Diputados Nacionales Santa Cruz|20-503|JUNTOS POR EL CAMBIO|000320000000000.20-503.B.000320000000000.20-503|CAMBIANDO JUNTOS SANTA CRUZ
000320000000000|Diputados Nacionales Santa Cruz|20-503|JUNTOS POR EL CAMBIO|000320000000000.20-503.F.000320000000000.20-503|PROYECTO ALTERNATIVO
000320000000000|Diputados Nacionales Santa Cruz|20-502|FRENTE DE TODOS|000320000000000.20-502.C.000320000000000.20-502|NACE UNA ESPERANZA
000320000000000|Diputados Nacionales Santa Cruz|20-502|FRENTE DE TODOS|000320000000000.20-502.B.000320000000000.20-502|ACUERDO SANTACRUCEÑO
000320000000000|Diputados Nacionales Santa Cruz|20-502|FRENTE DE TODOS|000320000000000.20-502.D.000320000000000.20-502|SER SANTA CRUZ
000321000000000|Diputados Nacionales Santa Fe|21-177|MOVIMIENTO INDEPENDIENTE RENOVADOR|000321000000000.21-177.1A.000321000000000.21-177|DESARROLLO AGROINDUSTRIAL
000321000000000|Diputados Nacionales Santa Fe|21-504|JUNTOS POR EL CAMBIO|000321000000000.21-504.A.000321000000000.21-504|JUNTOS SOMOS EL CAMBIO
000321000000000|Diputados Nacionales Santa Fe|21-504|JUNTOS POR EL CAMBIO|000321000000000.21-504.B.000321000000000.21-504|VAMOS TODOS
000321000000000|Diputados Nacionales Santa Fe|21-505|FRENTE DE TODOS|000321000000000.21-505.K.000321000000000.21-505|CELESTE Y BLANCA
000321000000000|Diputados Nacionales Santa Fe|21-199|PARTIDO POPULAR|000321000000000.21-199.A.000321000000000.21-199|SOY PRO VIDA
000321000000000|Diputados Nacionales Santa Fe|21-506|ALTERNATIVA FEDERAL|000321000000000.21-506.A.000321000000000.21-506|APOSTEMOS POR LA VIDA
000321000000000|Diputados Nacionales Santa Fe|13|MOVIMIENTO AL SOCIALISMO|000321000000000.13.A.000321000000000.13|UNIDAD DE LA IZQUIERDA
000321000000000|Diputados Nacionales Santa Fe|21-503|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000321000000000.21-503.A.000321000000000.21-503|UNIDAD
000321000000000|Diputados Nacionales Santa Fe|36|PARTIDO AUTONOMISTA|000321000000000.36.A.000321000000000.36|CELESTE LEALTAD ANIMAL
000321000000000|Diputados Nacionales Santa Fe|36|PARTIDO AUTONOMISTA|000321000000000.36.B.000321000000000.36|AZUL ACCION SANTAFESINA
000321000000000|Diputados Nacionales Santa Fe|36|PARTIDO AUTONOMISTA|000321000000000.36.C.000321000000000.36|ROJO UNIDOS POR LA FE Y LA VIDA
000321000000000|Diputados Nacionales Santa Fe|36|PARTIDO AUTONOMISTA|000321000000000.36.D.000321000000000.36|AMARILLO VALORES PARA ARGENTINA
000321000000000|Diputados Nacionales Santa Fe|36|PARTIDO AUTONOMISTA|000321000000000.36.E.000321000000000.36|NARANJA CREER PARA CRECER
000321000000000|Diputados Nacionales Santa Fe|21-502|CONSENSO FEDERAL|000321000000000.21-502.A.000321000000000.21-502|ADELANTE
000321000000000|Diputados Nacionales Santa Fe|21-501|FRENTE NOS|000321000000000.21-501.1A.000321000000000.21-501|SIEMPRE CELESTES
000321000000000|Diputados Nacionales Santa Fe|21-501|FRENTE NOS|000321000000000.21-501.9I.000321000000000.21-501|PROGRESO Y BIENESTAR
000321000000000|Diputados Nacionales Santa Fe|21-501|FRENTE NOS|000321000000000.21-501.2B.000321000000000.21-501|MALVINAS ARGENTINAS
000321000000000|Diputados Nacionales Santa Fe|21-501|FRENTE NOS|000321000000000.21-501.5E.000321000000000.21-501|POR LOS ANIMALES
000321000000000|Diputados Nacionales Santa Fe|21-501|FRENTE NOS|000321000000000.21-501.10J.000321000000000.21-501|SALVEMOS DOS VIDAS
000321000000000|Diputados Nacionales Santa Fe|21-501|FRENTE NOS|000321000000000.21-501.4D.000321000000000.21-501|PAZ Y TRABAJO
000321000000000|Diputados Nacionales Santa Fe|21-501|FRENTE NOS|000321000000000.21-501.7G.000321000000000.21-501|SANTA FE CON VALORES
000321000000000|Diputados Nacionales Santa Fe|21-501|FRENTE NOS|000321000000000.21-501.3C.000321000000000.21-501|NOS POR LA FAMILIA Y LA VIDA
000321000000000|Diputados Nacionales Santa Fe|21-501|FRENTE NOS|000321000000000.21-501.6F.000321000000000.21-501|FRENTE EMANCIPADOR
000321000000000|Diputados Nacionales Santa Fe|21-501|FRENTE NOS|000321000000000.21-501.8H.000321000000000.21-501|POR LA VIDA
000321000000000|Diputados Nacionales Santa Fe|65|UNION CELESTE Y BLANCA|000321000000000.65.E.000321000000000.65|UNIDOS X SANTA FE
000321000000000|Diputados Nacionales Santa Fe|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000321000000000.87.A.000321000000000.87|OLA CELESTE
000322000000000|Diputados Nacionales Santiago del Estero|22-179|PARTIDO DIGNIDAD POPULAR|000322000000000.22-179.A.000322000000000.22-179|CELESTE
000322000000000|Diputados Nacionales Santiago del Estero|40|MOVIMIENTO LIBRES DEL SUR|000322000000000.40.A.000322000000000.40|LIBRES
000322000000000|Diputados Nacionales Santiago del Estero|22-503|JUNTOS POR EL CAMBIO|000322000000000.22-503.B.000322000000000.22-503|CAMBIA SANTIAGO
000322000000000|Diputados Nacionales Santiago del Estero|22-503|JUNTOS POR EL CAMBIO|000322000000000.22-503.A.000322000000000.22-503|JUNTOS PODEMOS
000322000000000|Diputados Nacionales Santiago del Estero|22-178|PARTIDO POPULAR|000322000000000.22-178.A.000322000000000.22-178|UNIDOS POR EL FUTURO
000322000000000|Diputados Nacionales Santiago del Estero|38|MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES|000322000000000.38.A.000322000000000.38|UNIDAD
000322000000000|Diputados Nacionales Santiago del Estero|87|UNITE POR LA LIBERTAD Y LA DIGNIDAD|000322000000000.87.A.000322000000000.87|PROVIDA
000322000000000|Diputados Nacionales Santiago del Estero|22-501|FRENTE CIVICO POR SANTIAGO|000322000000000.22-501.A.000322000000000.22-501|TODOS POR SANTIAGO
000322000000000|Diputados Nacionales Santiago del Estero|22-502|FRENTE DE TODOS|000322000000000.22-502.A.000322000000000.22-502|CELESTE Y BLANCA
000323000000000|Diputados Nacionales Tucumán|23-504|CONSENSO FEDERAL|000323000000000.23-504.B.000323000000000.23-504|ALTERNATIVA TUCUMAN
000323000000000|Diputados Nacionales Tucumán|23-504|CONSENSO FEDERAL|000323000000000.23-504.1.000323000000000.23-504|PROGRESO SOCIAL
000323000000000|Diputados Nacionales Tucumán|23-503|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000323000000000.23-503.1A.000323000000000.23-503|UNIDAD
000323000000000|Diputados Nacionales Tucumán|23-181|FUERZA REPUBLICANA|000323000000000.23-181.A.000323000000000.23-181|CELESTE Y BLANCA
000323000000000|Diputados Nacionales Tucumán|23-501|FRENTE DE TODOS|000323000000000.23-501.F.000323000000000.23-501|CELESTE Y BLANCA
000323000000000|Diputados Nacionales Tucumán|23-501|FRENTE DE TODOS|000323000000000.23-501.B.000323000000000.23-501|LEALTAD A LOS PRINCIPIOS
000323000000000|Diputados Nacionales Tucumán|23-502|JUNTOS POR EL CAMBIO|000323000000000.23-502.B.000323000000000.23-502|CAMBIA TUCUMAN
000323000000000|Diputados Nacionales Tucumán|23-502|JUNTOS POR EL CAMBIO|000323000000000.23-502.A.000323000000000.23-502|UNIDAD POR TUCUMAN
000324000000000|Diputados Nacionales Tierra del Fuego|24-501|FRENTE DE TODOS|000324000000000.24-501.A.000324000000000.24-501|CELESTE Y BLANCA
000324000000000|Diputados Nacionales Tierra del Fuego|24-203|PARTIDO OBRERO|000324000000000.24-203.A.000324000000000.24-203|UNIDAD
000324000000000|Diputados Nacionales Tierra del Fuego|24-503|VAMOS TODOS A VIVIR MEJOR|000324000000000.24-503.A.000324000000000.24-503|SIGAMOS JUNTOS
000324000000000|Diputados Nacionales Tierra del Fuego|24-502|JUNTOS POR EL CAMBIO|000324000000000.24-502.A.000324000000000.24-502|JUNTOS SOMOS EL CAMBIO
000324000000000|Diputados Nacionales Tierra del Fuego|24-502|JUNTOS POR EL CAMBIO|000324000000000.24-502.C.000324000000000.24-502|TIERRA DEL FUEGO CAMBIA
000324000000000|Diputados Nacionales Tierra del Fuego|24-187|PARTIDO SOCIAL PATAGONICO|000324000000000.24-187.A.000324000000000.24-187|UNIDAD
000324000000000|Diputados Nacionales Tierra del Fuego|69|GEN|000324000000000.69.A.000324000000000.69|SOBERANIA FUEGUINA
000901001000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 1|01-504|CONSENSO FEDERAL|000901001000000.01-504.A.000901001000000.01-504|CONSENSO PARA EL FUTURO
000901001000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 1|13|MOVIMIENTO AL SOCIALISMO|000901001000000.13.A.000901001000000.13|UNIDAD DE LA IZQUIERDA
000901001000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 1|5|DEMOCRATA CRISTIANO|000901001000000.5.A.000901001000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901001000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 1|01-502|FRENTE DE TODOS|000901001000000.01-502.A.000901001000000.01-502|CELESTE Y BLANCA
000901001000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 1|01-501|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|000901001000000.01-501.A.000901001000000.01-501|UNIDAD
000901001000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 1|01-503|JUNTOS POR EL CAMBIO|000901001000000.01-503.A.000901001000000.01-503|JUNTOS SOMOS EL CAMBIO
000901002000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 2|01-504|CONSENSO FEDERAL|000901002000000.01-504.A.000901002000000.01-504|CONSENSO PARA EL FUTURO
000901002000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 2|13|MOVIMIENTO AL SOCIALISMO|000901002000000.13.A.000901002000000.13|UNIDAD DE LA IZQUIERDA
000901002000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 2|5|DEMOCRATA CRISTIANO|000901002000000.5.A.000901002000000.5|CIUDAD CELESTE POR LA VIDA Y LA FAMILIA
000901002000000|Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 2|01-502|FRENTE DE TODOS|000901002000000.01-502.A.000901002000000.01-502|CELESTE Y BLANCA
